Expression,Value
79 * 15,1185
79 / 15,5.266666666666667
79 + 16,95
79 / 16,4.9375
79 + 17,96
79 * 17,1343
79 / 18,4.388888888888889
79 - 19,60
79 * 19,1501
79 + 20,99
79 - 20,59
79 * 20,1580
79 / 20,3.95
79 + 21,100
79 + 22,101
79 - 22,57
79 + 23,102
79 - 23,56
79 * 23,1817
79 / 23,3.4347826086956523
79 + 24,103
79 * 24,1896
79 / 25,3.16
79 + 26,105
79 - 26,53
79 * 26,2054
79 / 26,3.0384615384615383
79 + 27,106
79 + 28,107
79 + 29,108
79 - 29,50
79 * 30,2370
79 / 30,2.6333333333333333
79 + 31,110
79 * 31,2449
79 / 31,2.5483870967741935
79 + 32,111
79 * 32,2528
79 / 32,2.46875
79 + 34,113
79 - 34,45
79 * 34,2686
79 + 35,114
79 / 35,2.257142857142857
79 / 36,2.1944444444444446
79 + 37,116
79 - 37,42
79 * 37,2923
79 + 38,117
79 * 39,3081
79 * 40,3160
79 / 40,1.975
79 * 41,3239
79 / 41,1.9268292682926829
79 + 42,121
79 - 42,37
79 * 42,3318
79 / 42,1.880952380952381
79 + 43,122
79 * 44,3476
79 - 45,34
79 * 45,3555
79 * 46,3634
79 / 46,1.7173913043478262
79 + 47,126
79 * 47,3713
79 + 48,127
79 + 49,128
79 - 49,30
79 / 49,1.6122448979591837
79 - 50,29
79 * 50,3950
79 + 51,130
79 - 51,28
79 * 51,4029
79 * 52,4108
79 / 52,1.5192307692307692
79 * 53,4187
79 + 54,133
79 / 54,1.462962962962963
79 + 55,134
79 - 55,24
79 / 55,1.4363636363636363
79 + 56,135
79 - 56,23
79 * 56,4424
79 / 56,1.4107142857142858
79 + 57,136
79 + 58,137
79 - 58,21
79 * 58,4582
79 / 58,1.3620689655172413
79 + 59,138
79 - 59,20
79 * 59,4661
79 / 59,1.3389830508474576
79 / 61,1.2950819672131149
79 + 62,141
79 - 62,17
79 * 62,4898
79 / 62,1.2741935483870968
79 + 63,142
79 - 63,16
79 * 63,4977
79 / 63,1.253968253968254
79 - 64,15
79 + 65,144
79 * 65,5135
79 - 66,13
79 * 66,5214
79 + 67,146
79 / 67,1.1791044776119404
79 - 68,11
79 * 68,5372
79 / 68,1.161764705882353
79 + 69,148
79 - 69,10
79 + 70,149
79 - 70,9
79 * 70,5530
79 / 70,1.1285714285714286
79 + 71,150
79 / 71,1.1126760563380282
79 * 72,5688
79 / 72,1.0972222222222223
79 + 73,152
79 - 73,6
79 * 73,5767
79 + 74,153
79 - 74,5
79 - 75,4
79 * 75,5925
79 / 75,1.0533333333333332
79 - 76,3
79 / 76,1.0394736842105263
79 * 78,6162
79 / 78,1.0128205128205128
79 * 79,6241
79 + 80,159
79 - 80,-1
79 / 80,0.9875
79 + 81,160
79 / 81,0.9753086419753086
79 * 82,6478
79 * 83,6557
79 + 84,163
79 + 85,164
79 * 85,6715
79 / 85,0.9294117647058824
79 * 86,6794
79 + 87,166
79 * 87,6873
79 / 87,0.9080459770114943
79 + 88,167
79 - 88,-9
79 * 88,6952
79 / 88,0.8977272727272727
79 + 89,168
79 * 89,7031
79 + 90,169
79 - 90,-11
79 - 91,-12
79 * 91,7189
79 + 92,171
79 * 92,7268
79 / 92,0.8586956521739131
79 - 93,-14
79 / 93,0.8494623655913979
79 - 94,-15
79 * 94,7426
79 + 95,174
79 * 95,7505
79 / 95,0.8315789473684211
79 + 96,175
79 - 96,-17
79 - 97,-18
79 * 98,7742
79 / 98,0.8061224489795918
79 + 99,178
79 - 99,-20
79 * 99,7821
79 / 99,0.797979797979798
80 + 0,80
80 - 0,80
80 * 0,0
80 - 1,79
80 / 1,80.0
80 + 2,82
80 - 2,78
80 * 2,160
80 / 3,26.666666666666668
80 + 4,84
80 / 4,20.0
80 - 6,74
80 * 6,480
80 / 6,13.333333333333334
80 + 7,87
80 * 7,560
80 + 8,88
80 * 8,640
80 - 9,71
80 * 9,720
80 / 9,8.88888888888889
80 * 10,800
80 / 10,8.0
80 + 11,91
80 / 11,7.2727272727272725
80 - 12,68
80 * 12,960
80 + 13,93
80 - 13,67
80 - 14,66
80 * 14,1120
80 / 14,5.714285714285714
80 - 15,65
80 + 16,96
80 * 16,1280
80 + 17,97
80 - 17,63
80 * 17,1360
80 / 17,4.705882352941177
80 + 18,98
80 - 18,62
80 * 18,1440
80 + 19,99
80 - 19,61
80 / 20,4.0
80 + 21,101
80 * 21,1680
80 + 22,102
80 - 22,58
80 * 22,1760
80 / 22,3.6363636363636362
80 + 23,103
80 - 23,57
80 * 23,1840
80 + 24,104
80 - 24,56
80 + 25,105
80 - 25,55
80 - 27,53
80 / 27,2.962962962962963
80 + 28,108
80 * 28,2240
80 * 29,2320
80 / 29,2.7586206896551726
80 * 31,2480
80 / 31,2.5806451612903225
80 * 32,2560
80 / 32,2.5
80 - 33,47
80 - 34,46
80 / 34,2.3529411764705883
80 + 36,116
80 - 36,44
80 * 36,2880
80 / 36,2.2222222222222223
80 + 37,117
80 - 38,42
80 * 38,3040
80 * 39,3120
80 + 40,120
80 - 40,40
80 / 41,1.951219512195122
80 * 42,3360
80 - 43,37
80 / 43,1.8604651162790697
80 - 44,36
80 / 44,1.8181818181818181
80 - 45,35
80 / 45,1.7777777777777777
80 + 46,126
80 - 46,34
80 - 47,33
80 / 47,1.702127659574468
80 + 48,128
80 - 48,32
80 * 49,3920
80 + 50,130
80 * 50,4000
80 / 50,1.6
80 * 51,4080
80 / 51,1.5686274509803921
80 * 52,4160
80 / 52,1.5384615384615385
80 - 53,27
80 * 53,4240
80 / 53,1.509433962264151
80 * 54,4320
80 / 54,1.4814814814814814
80 - 55,25
80 * 55,4400
80 * 56,4480
80 / 57,1.4035087719298245
80 + 58,138
80 - 58,22
80 * 58,4640
80 / 58,1.3793103448275863
80 * 59,4720
80 + 60,140
80 - 60,20
80 + 61,141
80 / 61,1.3114754098360655
80 + 62,142
80 * 62,4960
80 + 63,143
80 - 64,16
80 / 64,1.25
80 + 65,145
80 * 65,5200
80 / 65,1.2307692307692308
80 - 66,14
80 * 66,5280
80 - 67,13
80 * 67,5360
80 - 68,12
80 * 68,5440
80 - 69,11
80 / 70,1.1428571428571428
80 / 71,1.1267605633802817
80 + 72,152
80 * 72,5760
80 / 72,1.1111111111111112
80 / 73,1.095890410958904
80 * 74,5920
80 + 75,155
80 - 75,5
80 / 75,1.0666666666666667
80 + 76,156
80 * 76,6080
80 / 76,1.0526315789473684
80 - 77,3
80 * 77,6160
80 / 77,1.0389610389610389
80 * 78,6240
80 / 78,1.0256410256410255
80 - 79,1
80 / 79,1.0126582278481013
80 + 81,161
80 - 81,-1
80 - 82,-2
80 * 82,6560
80 / 82,0.975609756097561
80 + 83,163
80 - 83,-3
80 * 83,6640
80 / 83,0.963855421686747
80 * 84,6720
80 + 85,165
80 - 85,-5
80 - 86,-6
80 * 86,6880
80 + 87,167
80 - 87,-7
80 * 87,6960
80 * 88,7040
80 / 88,0.9090909090909091
80 + 89,169
80 * 89,7120
80 / 89,0.898876404494382
80 + 90,170
80 * 90,7200
80 / 90,0.8888888888888888
80 + 91,171
80 - 91,-11
80 / 91,0.8791208791208791
80 + 92,172
80 / 92,0.8695652173913043
80 + 93,173
80 * 93,7440
80 / 93,0.8602150537634409
80 + 94,174
80 - 94,-14
80 * 94,7520
80 / 94,0.851063829787234
80 * 95,7600
80 / 95,0.8421052631578947
80 - 96,-16
80 * 96,7680
80 - 97,-17
80 * 97,7760
80 / 97,0.8247422680412371
80 - 98,-18
80 * 98,7840
80 + 99,179
81 + 0,81
81 + 1,82
81 - 1,80
81 * 1,81
81 / 1,81.0
81 + 2,83
81 - 2,79
81 * 2,162
81 + 4,85
81 / 4,20.25
81 - 5,76
81 * 5,405
81 / 5,16.2
81 - 6,75
81 * 6,486
81 / 6,13.5
81 + 7,88
81 - 7,74
81 / 7,11.571428571428571
81 - 8,73
81 * 8,648
81 / 8,10.125
81 + 9,90
81 - 9,72
81 - 10,71
81 / 10,8.1
81 + 11,92
81 / 11,7.363636363636363
81 + 12,93
81 - 12,69
81 / 12,6.75
81 - 13,68
81 / 13,6.230769230769231
81 + 14,95
81 - 14,67
81 + 15,96
81 - 15,66
81 / 15,5.4
81 - 16,65
81 / 16,5.0625
81 + 17,98
81 - 17,64
81 * 17,1377
81 + 18,99
81 - 18,63
81 / 18,4.5
81 * 19,1539
81 / 19,4.2631578947368425
81 * 20,1620
81 / 20,4.05
81 - 21,60
81 * 21,1701
81 / 21,3.857142857142857
81 + 22,103
81 - 23,58
81 * 23,1863
81 + 24,105
81 + 26,107
81 - 26,55
81 / 26,3.1153846153846154
81 + 27,108
81 - 28,53
81 / 28,2.892857142857143
81 / 29,2.793103448275862
81 + 30,111
81 / 30,2.7
81 + 31,112
81 - 31,50
81 / 31,2.6129032258064515
81 + 32,113
81 - 32,49
81 / 32,2.53125
81 + 33,114
81 - 33,48
81 * 33,2673
81 + 34,115
81 - 34,47
81 * 34,2754
81 * 35,2835
81 / 35,2.3142857142857145
81 / 36,2.25
81 * 37,2997
81 / 37,2.189189189189189
81 + 38,119
81 - 38,43
81 * 38,3078
81 / 38,2.1315789473684212
81 / 39,2.076923076923077
81 + 40,121
81 / 40,2.025
81 * 41,3321
81 / 41,1.975609756097561
81 + 43,124
81 * 43,3483
81 / 43,1.8837209302325582
81 + 45,126
81 / 45,1.8
81 / 47,1.7234042553191489
81 * 48,3888
81 / 48,1.6875
81 + 49,130
81 * 49,3969
81 * 50,4050
81 + 51,132
81 - 51,30
81 / 51,1.588235294117647
81 + 52,133
81 / 52,1.5576923076923077
81 - 53,28
81 / 53,1.528301886792453
81 - 54,27
81 * 54,4374
81 / 54,1.5
81 - 55,26
81 + 56,137
81 - 56,25
81 * 56,4536
81 / 56,1.4464285714285714
81 - 57,24
81 * 57,4617
81 / 57,1.4210526315789473
81 * 58,4698
81 / 58,1.396551724137931
81 + 59,140
81 - 59,22
81 / 59,1.3728813559322033
81 * 60,4860
81 * 61,4941
81 + 62,143
81 * 62,5022
81 / 62,1.3064516129032258
81 + 63,144
81 - 63,18
81 * 63,5103
81 / 63,1.2857142857142858
81 + 65,146
81 - 65,16
81 / 65,1.2461538461538462
81 + 66,147
81 * 66,5346
81 + 67,148
81 - 67,14
81 * 67,5427
81 / 67,1.208955223880597
81 * 68,5508
81 + 69,150
81 - 69,12
81 * 70,5670
81 - 71,10
81 * 71,5751
81 * 72,5832
81 / 72,1.125
81 + 73,154
81 / 73,1.1095890410958904
81 - 74,7
81 / 74,1.0945945945945945
81 / 75,1.08
81 + 77,158
81 + 78,159
81 * 78,6318
81 / 78,1.0384615384615385
81 + 79,160
81 + 80,161
81 - 80,1
81 - 81,0
81 * 81,6561
81 + 82,163
81 - 82,-1
81 - 83,-2
81 * 83,6723
81 / 83,0.9759036144578314
81 + 84,165
81 / 85,0.9529411764705882
81 + 86,167
81 - 86,-5
81 / 87,0.9310344827586207
81 + 88,169
81 - 88,-7
81 / 88,0.9204545454545454
81 + 89,170
81 * 89,7209
81 / 89,0.9101123595505618
81 + 90,171
81 * 90,7290
81 / 90,0.9
81 - 91,-10
81 * 91,7371
81 / 91,0.8901098901098901
81 - 92,-11
81 * 92,7452
81 + 93,174
81 - 93,-12
81 / 93,0.8709677419354839
81 * 95,7695
81 / 96,0.84375
81 - 97,-16
81 * 97,7857
81 + 98,179
81 - 99,-18
81 * 99,8019
82 * 0,0
82 - 1,81
82 * 2,164
82 / 2,41.0
82 - 3,79
82 + 4,86
82 * 4,328
82 / 4,20.5
82 + 5,87
82 - 5,77
82 * 5,410
82 / 5,16.4
82 / 6,13.666666666666666
82 + 7,89
82 + 8,90
82 - 8,74
82 + 9,91
82 - 11,71
82 * 11,902
82 + 12,94
82 * 13,1066
82 + 14,96
82 - 14,68
82 * 14,1148
82 + 15,97
82 * 15,1230
82 / 15,5.466666666666667
82 + 16,98
82 - 16,66
82 * 16,1312
82 / 17,4.823529411764706
82 * 18,1476
82 + 20,102
82 - 20,62
82 / 20,4.1
82 + 21,103
82 + 22,104
82 / 23,3.5652173913043477
82 - 24,58
82 * 24,1968
82 / 24,3.4166666666666665
82 + 25,107
82 - 25,57
82 * 25,2050
82 / 25,3.28
82 + 26,108
82 - 26,56
82 + 27,109
82 * 27,2214
82 / 27,3.037037037037037
82 + 28,110
82 - 28,54
82 * 28,2296
82 + 29,111
82 - 29,53
82 + 30,112
82 + 31,113
82 * 31,2542
82 / 31,2.6451612903225805
82 + 32,114
82 * 32,2624
82 - 33,49
82 * 33,2706
82 / 33,2.484848484848485
82 * 34,2788
82 / 35,2.342857142857143
82 - 36,46
82 * 36,2952
82 / 36,2.2777777777777777
82 + 37,119
82 - 37,45
82 * 37,3034
82 - 38,44
82 * 38,3116
82 + 39,121
82 / 39,2.1025641025641026
82 / 40,2.05
82 + 41,123
82 - 41,41
82 * 41,3362
82 - 43,39
82 * 43,3526
82 + 44,126
82 - 44,38
82 + 45,127
82 - 45,37
82 * 45,3690
82 + 46,128
82 - 46,36
82 * 46,3772
82 / 46,1.7826086956521738
82 + 49,131
82 * 49,4018
82 / 49,1.6734693877551021
82 + 50,132
82 - 50,32
82 / 50,1.64
82 + 51,133
82 - 51,31
82 * 51,4182
82 / 51,1.607843137254902
82 + 52,134
82 - 53,29
82 * 53,4346
82 + 54,136
82 - 54,28
82 * 54,4428
82 / 54,1.5185185185185186
82 / 55,1.490909090909091
82 + 56,138
82 - 56,26
82 * 56,4592
82 / 56,1.4642857142857142
82 * 57,4674
82 + 58,140
82 - 58,24
82 * 58,4756
82 + 59,141
82 * 59,4838
82 / 59,1.3898305084745763
82 - 60,22
82 / 60,1.3666666666666667
82 + 61,143
82 - 61,21
82 * 61,5002
82 / 61,1.3442622950819672
82 + 62,144
82 / 63,1.3015873015873016
82 + 65,147
82 - 65,17
82 - 66,16
82 * 66,5412
82 / 66,1.2424242424242424
82 + 67,149
82 / 67,1.2238805970149254
82 * 68,5576
82 + 69,151
82 * 69,5658
82 / 69,1.1884057971014492
82 + 70,152
82 / 70,1.1714285714285715
82 + 71,153
82 * 71,5822
82 / 71,1.1549295774647887
82 + 72,154
82 - 72,10
82 * 72,5904
82 + 73,155
82 / 73,1.1232876712328768
82 + 74,156
82 * 74,6068
82 * 75,6150
82 + 76,158
82 + 77,159
82 / 77,1.0649350649350648
82 * 78,6396
82 / 78,1.0512820512820513
82 - 79,3
82 / 79,1.0379746835443038
82 + 80,162
82 * 80,6560
82 + 81,163
82 * 81,6642
82 / 81,1.0123456790123457
82 + 82,164
82 - 82,0
82 - 83,-1
82 / 83,0.9879518072289156
82 - 84,-2
82 / 84,0.9761904761904762
82 + 85,167
82 * 85,6970
82 - 86,-4
82 + 88,170
82 + 89,171
82 - 89,-7
82 * 89,7298
82 / 89,0.9213483146067416
82 - 90,-8
82 / 90,0.9111111111111111
82 + 91,173
82 * 91,7462
82 + 92,174
82 * 92,7544
82 - 93,-11
82 / 93,0.8817204301075269
82 + 94,176
82 - 94,-12
82 + 95,177
82 / 96,0.8541666666666666
82 - 97,-15
82 * 97,7954
82 / 97,0.845360824742268
82 * 98,8036
82 / 99,0.8282828282828283
83 + 0,83
83 + 1,84
83 - 1,82
83 / 1,83.0
83 / 2,41.5
83 * 4,332
83 + 5,88
83 * 5,415
83 / 5,16.6
83 + 6,89
83 * 6,498
83 + 7,90
83 - 7,76
83 * 7,581
83 - 8,75
83 / 8,10.375
83 - 9,74
83 / 9,9.222222222222221
83 + 10,93
83 - 10,73
83 * 10,830
83 / 10,8.3
83 + 12,95
83 * 12,996
83 / 12,6.916666666666667
83 + 13,96
83 - 13,70
83 * 13,1079
83 / 13,6.384615384615385
83 + 14,97
83 * 15,1245
83 / 15,5.533333333333333
83 + 16,99
83 * 16,1328
83 / 16,5.1875
83 - 18,65
83 + 19,102
83 + 20,103
83 - 20,63
83 * 20,1660
83 + 21,104
83 - 21,62
83 * 21,1743
83 / 21,3.9523809523809526
83 + 22,105
83 - 22,61
83 * 22,1826
83 / 22,3.772727272727273
83 + 23,106
83 * 23,1909
83 + 24,107
83 - 24,59
83 * 25,2075
83 / 25,3.32
83 + 26,109
83 - 26,57
83 * 26,2158
83 / 26,3.1923076923076925
83 * 27,2241
83 / 27,3.074074074074074
83 - 29,54
83 * 29,2407
83 / 29,2.8620689655172415
83 * 30,2490
83 / 30,2.7666666666666666
83 + 31,114
83 * 31,2573
83 + 32,115
83 + 33,116
83 + 34,117
83 + 35,118
83 / 35,2.3714285714285714
83 - 36,47
83 / 36,2.3055555555555554
83 + 37,120
83 * 37,3071
83 / 37,2.2432432432432434
83 - 38,45
83 / 38,2.1842105263157894
83 / 39,2.128205128205128
83 + 40,123
83 - 40,43
83 * 40,3320
83 + 41,124
83 * 41,3403
83 / 41,2.024390243902439
83 + 42,125
83 - 42,41
83 / 42,1.9761904761904763
83 / 43,1.930232558139535
83 * 44,3652
83 + 45,128
83 * 45,3735
83 + 46,129
83 - 46,37
83 + 47,130
83 * 47,3901
83 / 47,1.7659574468085106
83 + 48,131
83 - 48,35
83 + 49,132
83 - 49,34
83 / 49,1.6938775510204083
83 + 50,133
83 * 50,4150
83 / 50,1.66
83 * 51,4233
83 / 51,1.6274509803921569
83 + 53,136
83 + 54,137
83 - 54,29
83 / 54,1.537037037037037
83 - 55,28
83 * 55,4565
83 / 55,1.509090909090909
83 - 56,27
83 * 56,4648
83 / 56,1.4821428571428572
83 - 57,26
83 * 57,4731
83 - 58,25
83 + 59,142
83 - 59,24
83 * 59,4897
83 / 59,1.4067796610169492
83 / 60,1.3833333333333333
83 / 61,1.360655737704918
83 / 62,1.3387096774193548
83 - 63,20
83 + 64,147
83 - 64,19
83 - 65,18
83 / 65,1.2769230769230768
83 * 66,5478
83 / 67,1.2388059701492538
83 + 68,151
83 / 68,1.2205882352941178
83 * 69,5727
83 / 69,1.2028985507246377
83 + 70,153
83 - 70,13
83 / 70,1.1857142857142857
83 - 71,12
83 / 71,1.1690140845070423
83 + 72,155
83 * 72,5976
83 - 73,10
83 / 73,1.1369863013698631
83 - 74,9
83 * 74,6142
83 / 74,1.1216216216216217
83 - 75,8
83 * 75,6225
83 + 76,159
83 * 76,6308
83 + 77,160
83 - 77,6
83 * 77,6391
83 * 78,6474
83 / 78,1.064102564102564
83 + 79,162
83 - 79,4
83 / 79,1.0506329113924051
83 + 80,163
83 * 80,6640
83 / 80,1.0375
83 + 81,164
83 - 81,2
83 * 81,6723
83 + 82,165
83 - 82,1
83 / 82,1.0121951219512195
83 + 83,166
83 - 83,0
83 * 83,6889
83 / 83,1.0
83 - 85,-2
83 / 85,0.9764705882352941
83 * 86,7138
83 / 86,0.9651162790697675
83 - 87,-4
83 * 87,7221
83 / 87,0.9540229885057471
83 * 88,7304
83 - 89,-6
83 + 90,173
83 / 90,0.9222222222222223
83 + 91,174
83 / 91,0.9120879120879121
83 + 92,175
83 - 92,-9
83 / 92,0.9021739130434783
83 * 93,7719
83 * 94,7802
83 / 95,0.8736842105263158
83 * 96,7968
83 * 97,8051
83 / 97,0.8556701030927835
83 + 98,181
83 - 98,-15
83 * 98,8134
83 / 98,0.8469387755102041
83 - 99,-16
83 * 99,8217
84 - 0,84
84 + 1,85
84 * 1,84
84 / 1,84.0
84 + 2,86
84 - 3,81
84 / 3,28.0
84 + 4,88
84 - 4,80
84 / 4,21.0
84 + 5,89
84 - 5,79
84 / 5,16.8
84 * 6,504
84 - 7,77
84 * 7,588
84 + 8,92
84 - 8,76
84 * 8,672
84 + 9,93
84 - 9,75
84 * 9,756
84 - 10,74
84 * 10,840
84 / 10,8.4
84 - 11,73
84 * 11,924
84 / 11,7.636363636363637
84 * 13,1092
84 - 14,70
84 / 14,6.0
84 - 15,69
84 + 16,100
84 + 17,101
84 / 17,4.9411764705882355
84 + 18,102
84 * 18,1512
84 * 19,1596
84 + 20,104
84 * 20,1680
84 - 21,63
84 * 21,1764
84 + 22,106
84 * 22,1848
84 / 22,3.8181818181818183
84 + 23,107
84 * 23,1932
84 / 23,3.652173913043478
84 / 24,3.5
84 + 25,109
84 - 25,59
84 + 26,110
84 * 26,2184
84 / 26,3.230769230769231
84 + 27,111
84 * 27,2268
84 / 27,3.111111111111111
84 + 28,112
84 / 28,3.0
84 + 29,113
84 * 29,2436
84 + 30,114
84 - 30,54
84 * 30,2520
84 + 31,115
84 * 31,2604
84 - 32,52
84 / 32,2.625
84 * 33,2772
84 / 33,2.5454545454545454
84 + 34,118
84 * 34,2856
84 / 34,2.4705882352941178
84 + 35,119
84 - 35,49
84 * 35,2940
84 / 35,2.4
84 + 36,120
84 - 36,48
84 * 36,3024
84 / 36,2.3333333333333335
84 + 37,121
84 - 38,46
84 - 39,45
84 * 39,3276
84 / 39,2.1538461538461537
84 + 40,124
84 / 40,2.1
84 + 41,125
84 + 43,127
84 - 43,41
84 * 43,3612
84 + 44,128
84 - 44,40
84 * 44,3696
84 / 44,1.9090909090909092
84 + 45,129
84 * 45,3780
84 / 45,1.8666666666666667
84 + 46,130
84 / 46,1.826086956521739
84 + 47,131
84 - 47,37
84 / 47,1.7872340425531914
84 + 48,132
84 * 48,4032
84 - 49,35
84 / 49,1.7142857142857142
84 + 50,134
84 - 50,34
84 * 50,4200
84 / 50,1.68
84 + 51,135
84 - 51,33
84 * 51,4284
84 / 51,1.6470588235294117
84 + 52,136
84 - 52,32
84 * 52,4368
84 + 53,137
84 * 53,4452
84 + 54,138
84 * 54,4536
84 + 55,139
84 - 55,29
84 * 55,4620
84 - 56,28
84 + 57,141
84 - 57,27
84 * 57,4788
84 / 57,1.4736842105263157
84 + 58,142
84 - 58,26
84 / 58,1.4482758620689655
84 * 59,4956
84 + 60,144
84 * 60,5040
84 / 60,1.4
84 - 61,23
84 * 61,5124
84 / 62,1.3548387096774193
84 + 63,147
84 * 63,5292
84 * 64,5376
84 / 65,1.2923076923076924
84 + 66,150
84 * 67,5628
84 + 68,152
84 - 68,16
84 / 68,1.2352941176470589
84 * 69,5796
84 / 69,1.2173913043478262
84 * 70,5880
84 + 71,155
84 - 71,13
84 * 71,5964
84 + 72,156
84 - 72,12
84 * 72,6048
84 + 73,157
84 / 73,1.1506849315068493
84 * 74,6216
84 + 75,159
84 / 75,1.12
84 - 76,8
84 + 77,161
84 / 77,1.0909090909090908
84 - 78,6
84 - 79,5
84 * 79,6636
84 - 80,4
84 * 80,6720
84 / 80,1.05
84 - 81,3
84 / 82,1.024390243902439
84 + 83,167
84 + 85,169
84 * 85,7140
84 + 86,170
84 - 86,-2
84 * 86,7224
84 - 87,-3
84 / 87,0.9655172413793104
84 - 88,-4
84 * 88,7392
84 + 89,173
84 - 89,-5
84 * 89,7476
84 / 89,0.9438202247191011
84 + 90,174
84 - 90,-6
84 * 90,7560
84 - 91,-7
84 * 91,7644
84 + 92,176
84 - 93,-9
84 - 94,-10
84 / 94,0.8936170212765957
84 - 95,-11
84 * 95,7980
84 + 96,180
84 / 96,0.875
84 - 97,-13
84 * 97,8148
84 / 97,0.865979381443299
84 * 98,8232
84 / 98,0.8571428571428571
84 - 99,-15
84 / 99,0.8484848484848485
85 + 0,85
85 + 1,86
85 * 1,85
85 + 2,87
85 * 2,170
85 + 3,88
85 - 3,82
85 * 3,255
85 / 3,28.333333333333332
85 * 4,340
85 / 5,17.0
85 + 6,91
85 * 6,510
85 + 7,92
85 + 8,93
85 - 8,77
85 * 8,680
85 + 9,94
85 - 9,76
85 * 9,765
85 / 9,9.444444444444445
85 + 10,95
85 / 10,8.5
85 + 11,96
85 - 11,74
85 / 11,7.7272727272727275
85 * 13,1105
85 * 14,1190
85 / 14,6.071428571428571
85 + 15,100
85 * 15,1275
85 * 16,1360
85 / 16,5.3125
85 + 17,102
85 - 17,68
85 / 17,5.0
85 * 18,1530
85 / 18,4.722222222222222
85 - 19,66
85 - 20,65
85 * 20,1700
85 / 20,4.25
85 + 21,106
85 / 21,4.0476190476190474
85 + 22,107
85 * 22,1870
85 / 22,3.8636363636363638
85 + 23,108
85 - 23,62
85 * 23,1955
85 - 24,61
85 / 24,3.5416666666666665
85 + 25,110
85 * 25,2125
85 / 25,3.4
85 + 26,111
85 * 26,2210
85 + 27,112
85 - 27,58
85 + 28,113
85 * 28,2380
85 / 28,3.0357142857142856
85 - 29,56
85 * 29,2465
85 / 29,2.9310344827586206
85 + 30,115
85 / 30,2.8333333333333335
85 + 31,116
85 - 31,54
85 - 32,53
85 * 32,2720
85 / 32,2.65625
85 - 33,52
85 * 33,2805
85 / 33,2.5757575757575757
85 + 34,119
85 - 34,51
85 * 34,2890
85 / 35,2.4285714285714284
85 / 36,2.361111111111111
85 * 37,3145
85 / 37,2.2972972972972974
85 + 38,123
85 / 38,2.236842105263158
85 + 39,124
85 / 39,2.1794871794871793
85 + 40,125
85 + 41,126
85 * 42,3570
85 - 43,42
85 * 43,3655
85 / 43,1.9767441860465116
85 - 44,41
85 * 44,3740
85 + 45,130
85 - 45,40
85 / 45,1.8888888888888888
85 - 46,39
85 * 46,3910
85 / 46,1.8478260869565217
85 + 47,132
85 - 48,37
85 * 48,4080
85 / 48,1.7708333333333333
85 - 49,36
85 / 49,1.7346938775510203
85 - 50,35
85 * 50,4250
85 / 50,1.7
85 + 51,136
85 - 51,34
85 * 51,4335
85 / 51,1.6666666666666667
85 * 52,4420
85 / 52,1.6346153846153846
85 - 53,32
85 * 53,4505
85 + 54,139
85 - 54,31
85 * 54,4590
85 + 55,140
85 * 55,4675
85 + 56,141
85 / 56,1.5178571428571428
85 + 57,142
85 - 57,28
85 * 57,4845
85 + 58,143
85 - 59,26
85 * 59,5015
85 / 59,1.4406779661016949
85 - 60,25
85 + 62,147
85 * 62,5270
85 + 63,148
85 * 63,5355
85 - 64,21
85 * 64,5440
85 / 64,1.328125
85 + 65,150
85 + 66,151
85 - 66,19
85 * 66,5610
85 - 67,18
85 * 67,5695
85 / 67,1.2686567164179106
85 + 68,153
85 / 69,1.2318840579710144
85 + 70,155
85 - 70,15
85 * 70,5950
85 / 70,1.2142857142857142
85 * 71,6035
85 - 73,12
85 - 74,11
85 * 75,6375
85 - 77,8
85 - 78,7
85 * 78,6630
85 / 78,1.0897435897435896
85 + 79,164
85 + 80,165
85 / 80,1.0625
85 + 81,166
85 - 81,4
85 * 81,6885
85 - 82,3
85 * 82,6970
85 + 83,168
85 * 83,7055
85 + 84,169
85 * 84,7140
85 / 84,1.0119047619047619
85 + 85,170
85 * 85,7225
85 + 86,171
85 - 86,-1
85 * 86,7310
85 / 86,0.9883720930232558
85 + 87,172
85 / 87,0.9770114942528736
85 + 88,173
85 - 88,-3
85 * 88,7480
85 / 88,0.9659090909090909
85 + 89,174
85 - 89,-4
85 * 89,7565
85 / 89,0.9550561797752809
85 + 90,175
85 - 90,-5
85 * 90,7650
85 + 91,176
85 - 91,-6
85 * 91,7735
85 / 91,0.9340659340659341
85 - 92,-7
85 * 92,7820
85 / 92,0.9239130434782609
85 - 93,-8
85 - 94,-9
85 * 94,7990
85 / 94,0.9042553191489362
85 - 95,-10
85 * 95,8075
85 + 96,181
85 - 96,-11
85 * 96,8160
85 / 96,0.8854166666666666
85 * 97,8245
85 * 98,8330
85 / 98,0.8673469387755102
85 - 99,-14
85 * 99,8415
85 / 99,0.8585858585858586
86 + 0,86
86 * 1,86
86 / 1,86.0
86 * 2,172
86 / 2,43.0
86 + 3,89
86 - 3,83
86 * 3,258
86 - 4,82
86 * 4,344
86 + 5,91
86 * 5,430
86 / 5,17.2
86 / 6,14.333333333333334
86 + 7,93
86 * 7,602
86 + 9,95
86 - 9,77
86 / 9,9.555555555555555
86 + 10,96
86 + 11,97
86 - 11,75
86 / 11,7.818181818181818
86 - 12,74
86 + 13,99
86 - 13,73
86 * 13,1118
86 - 14,72
86 / 14,6.142857142857143
86 + 15,101
