Expression,Value
65-31,34
16-46,-30
0/66,0.0
39-71,-32
87*63,5481
44+23,67
84-79,5
30+77,107
73+44,117
68*53,3604
30*78,2340
26-86,-60
37*72,2664
80+85,165
79*47,3713
30*99,2970
47*1,47
78-78,0
59-59,0
30*54,1620
27-85,-58
18/22,0.8181818181818182
82/37,2.2162162162162162
92/38,2.4210526315789473
37-19,18
87/38,2.289473684210526
26-54,-28
50-39,11
86*9,774
15/66,0.22727272727272727
61/70,0.8714285714285714
55*38,2090
23-34,-11
78/7,11.142857142857142
94/91,1.032967032967033
94+16,110
53+9,62
39+63,102
71-76,-5
28-50,-22
17*90,1530
87-64,23
1/28,0.03571428571428571
26/57,0.45614035087719296
87+66,153
54+60,114
23-80,-57
38-73,-35
27+49,76
76-15,61
23/91,0.25274725274725274
6*17,102
20*47,940
6+52,58
63+82,145
40/36,1.1111111111111112
29-46,-17
71/29,2.4482758620689653
37+39,76
4/83,0.04819277108433735
98+55,153
43/39,1.1025641025641026
63-86,-23
16+67,83
84*97,8148
4+56,60
21*2,42
59/48,1.2291666666666667
97-70,27
5*46,230
62/69,0.8985507246376812
63*18,1134
9/68,0.1323529411764706
95*10,950
44*62,2728
49/30,1.6333333333333333
56*89,4984
3*11,33
78*61,4758
42*14,588
3/44,0.06818181818181818
48*59,2832
79-75,4
36-22,14
3-58,-55
8*38,304
33*94,3102
81/31,2.6129032258064515
73-64,9
35-21,14
42+5,47
2/79,0.02531645569620253
87+82,169
3+38,41
23-58,-35
16-43,-27
89/44,2.022727272727273
23*78,1794
78/42,1.8571428571428572
2-69,-67
56*11,616
97*70,6790
26+96,122
46*48,2208
13*89,1157
79/48,1.6458333333333333
16/11,1.4545454545454546
33*63,2079
73*91,6643
19-25,-6
50*36,1800
80-19,61
99-68,31
1+22,23
9/99,0.09090909090909091
64+94,158
41/56,0.7321428571428571
40*54,2160
12+24,36
97/96,1.0104166666666667
39-96,-57
32*99,3168
57*21,1197
71*7,497
85*31,2635
4+61,65
55*18,990
19+80,99
91*20,1820
36-42,-6
59/89,0.6629213483146067
93/53,1.7547169811320755
5*75,375
41/12,3.4166666666666665
11*70,770
62-57,5
45/23,1.9565217391304348
38-95,-57
35-92,-57
44+25,69
85/71,1.1971830985915493
58/8,7.25
79-31,48
76+11,87
1-36,-35
33/99,0.3333333333333333
87-29,58
4+53,57
37+26,63
49-99,-50
32-92,-60
90+91,181
8*21,168
78*28,2184
38-90,-52
42/96,0.4375
40-90,-50
52*58,3016
65-83,-18
13-4,9
84+24,108
73-86,-13
14*8,112
56-40,16
19-53,-34
6/19,0.3157894736842105
26-81,-55
95+33,128
41*23,943
65+97,162
66+18,84
80/10,8.0
7/25,0.28
51-5,46
41*69,2829
36*93,3348
46/32,1.4375
50-56,-6
42*36,1512
42*78,3276
86/7,12.285714285714286
84-21,63
53/86,0.6162790697674418
11*19,209
21*38,798
65+70,135
69*17,1173
31/32,0.96875
47/65,0.7230769230769231
21/55,0.38181818181818183
19/16,1.1875
95*89,8455
5/54,0.09259259259259259
20-96,-76
76*15,1140
81-85,-4
91-84,7
6*9,54
21-18,3
22/6,3.6666666666666665
59/46,1.2826086956521738
25-81,-56
70/88,0.7954545454545454
72-17,55
36-12,24
82*35,2870
19+46,65
63*37,2331
79/75,1.0533333333333332
80-58,22
99/38,2.6052631578947367
39/66,0.5909090909090909
99/41,2.4146341463414633
39*55,2145
63*30,1890
42*49,2058
17*49,833
52-52,0
99+82,181
72-79,-7
0+24,24
69+77,146
93/6,15.5
9*98,882
63*53,3339
80/61,1.3114754098360655
45-81,-36
34-35,-1
70+60,130
19+74,93
6+26,32
2*3,6
52+19,71
91+20,111
56/75,0.7466666666666667
64/58,1.103448275862069
63/23,2.739130434782609
63/31,2.032258064516129
88-43,45
7-37,-30
5*58,290
40/90,0.4444444444444444
13+35,48
66*73,4818
91-34,57
6/52,0.11538461538461539
55*71,3905
87-55,32
61-59,2
18*27,486
31*71,2201
14+5,19
20-2,18
81/6,13.5
5/55,0.09090909090909091
28/62,0.45161290322580644
49+71,120
10+75,85
50/85,0.5882352941176471
89-40,49
41+67,108
46*91,4186
86+27,113
44-74,-30
50*81,4050
13*97,1261
4*1,4
33/35,0.9428571428571428
99*15,1485
55-81,-26
98-87,11
56+34,90
58+15,73
43*79,3397
31-18,13
18/53,0.33962264150943394
38-36,2
85/12,7.083333333333333
32/29,1.103448275862069
43/63,0.6825396825396826
69/74,0.9324324324324325
5+39,44
4+26,30
97/89,1.0898876404494382
81-2,79
49+4,53
71+9,80
71*39,2769
46*28,1288
7*60,420
27+73,100
99-54,45
42*41,1722
58+99,157
98+39,137
49/64,0.765625
45*99,4455
10*65,650
66-60,6
54/78,0.6923076923076923
64-77,-13
12*20,240
70-51,19
79/62,1.2741935483870968
65+67,132
65*60,3900
60*44,2640
70+45,115
98*15,1470
42/46,0.9130434782608695
65+18,83
8-69,-61
56+41,97
28-33,-5
67-32,35
15+56,71
16*90,1440
75+48,123
18-56,-38
57-25,32
8*16,128
69+44,113
95*82,7790
77*42,3234
3*46,138
5/47,0.10638297872340426
61*59,3599
63-63,0
50/68,0.7352941176470589
52-68,-16
60/84,0.7142857142857143
30*57,1710
71-81,-10
8+63,71
30*25,750
78+86,164
22-79,-57
89+84,173
2*96,192
50/13,3.8461538461538463
99*12,1188
63*2,126
27-32,-5
74-61,13
73*90,6570
36*69,2484
27*37,999
82/56,1.4642857142857142
51/39,1.3076923076923077
58-5,53
80-24,56
85*22,1870
23*72,1656
36-59,-23
36*75,2700
79/7,11.285714285714286
56*74,4144
82*42,3444
71-77,-6
18-63,-45
16*32,512
3+29,32
21*86,1806
94*23,2162
65*34,2210
3/31,0.0967741935483871
78+81,159
15/40,0.375
53+18,71
15-43,-28
26-84,-58
19/12,1.5833333333333333
30+23,53
73/79,0.9240506329113924
52*33,1716
6*19,114
59*55,3245
81/91,0.8901098901098901
59+18,77
80-41,39
79/87,0.9080459770114943
76*22,1672
33/42,0.7857142857142857
82/8,10.25
53+43,96
25-4,21
21+66,87
68+78,146
44-35,9
30*19,570
83-59,24
87+76,163
34-45,-11
48+39,87
91/49,1.8571428571428572
93/15,6.2
28/55,0.509090909090909
1+83,84
87/62,1.403225806451613
29-61,-32
50-52,-2
33-90,-57
27+22,49
97/12,8.083333333333334
30*28,840
19/35,0.5428571428571428
58/22,2.6363636363636362
12/41,0.2926829268292683
53/28,1.8928571428571428
43*49,2107
57+27,84
69-51,18
86+31,117
51-87,-36
13+92,105
8*27,216
51+43,94
69/43,1.6046511627906976
89*7,623
70/94,0.7446808510638298
0-59,-59
85*41,3485
72+33,105
52*81,4212
18*91,1638
74*72,5328
44+68,112
64/59,1.0847457627118644
11/73,0.1506849315068493
4+4,8
56-48,8
98*11,1078
19+29,48
75/65,1.1538461538461537
13+99,112
80/80,1.0
92/79,1.1645569620253164
18*66,1188
85/58,1.4655172413793103
81/73,1.1095890410958904
87/14,6.214285714285714
25/13,1.9230769230769231
23/6,3.8333333333333335
36+99,135
52-61,-9
84-33,51
3-51,-48
5-61,-56
25-25,0
75/40,1.875
16+25,41
92/14,6.571428571428571
64-87,-23
48/98,0.4897959183673469
71*39,2769
23*74,1702
48/7,6.857142857142857
23+64,87
91/29,3.1379310344827585
76*96,7296
3-13,-10
80+51,131
74-60,14
56*97,5432
50/19,2.6315789473684212
53-92,-39
75+57,132
85*9,765
52-8,44
13-99,-86
71+5,76
84*33,2772
6/72,0.08333333333333333
57*65,3705
97*39,3783
37-21,16
52*92,4784
22*29,638
13*45,585
33+26,59
98+43,141
11/94,0.11702127659574468
99-71,28
80/12,6.666666666666667
56+93,149
21/19,1.105263157894737
56*71,3976
29*75,2175
47-34,13
68/73,0.9315068493150684
31-33,-2
6+72,78
55*21,1155
74*49,3626
59/64,0.921875
80/33,2.4242424242424243
71+66,137
37/75,0.49333333333333335
31-43,-12
45*42,1890
51-27,24
80+5,85
15*68,1020
33-28,5
72*4,288
10+66,76
59+34,93
27*63,1701
41+2,43
90/49,1.836734693877551
23*8,184
88/26,3.3846153846153846
93/69,1.3478260869565217
78*75,5850
22*33,726
88*40,3520
58-40,18
41/21,1.9523809523809523
97+75,172
94*76,7144
70-3,67
77/26,2.9615384615384617
11+50,61
56+28,84
45/4,11.25
28+3,31
6/24,0.25
13-78,-65
18+42,60
14+31,45
19*34,646
86-37,49
93*74,6882
69+14,83
35+70,105
72-82,-10
36+33,69
4+17,21
95-32,63
21+27,48
74-33,41
34+85,119
66+42,108
87+24,111
98+90,188
44/17,2.588235294117647
43/6,7.166666666666667
64-33,31
94*8,752
86*18,1548
44-62,-18
83-71,12
69/79,0.8734177215189873
37*83,3071
19/59,0.3220338983050847
53/24,2.2083333333333335
49*31,1519
91+84,175
85+24,109
99*68,6732
61-38,23
23-49,-26
15-75,-60
32/55,0.5818181818181818
3-97,-94
92/78,1.1794871794871795
28/28,1.0
26+12,38
22*49,1078
77-72,5
88+37,125
66+53,119
73+76,149
63*24,1512
52-37,15
71+81,152
87-90,-3
80/75,1.0666666666666667
89+90,179
82-67,15
99*67,6633
63*48,3024
48-65,-17
2-75,-73
43/20,2.15
44*97,4268
93/1,93.0
12*58,696
0/13,0.0
93*62,5766
64+74,138
61+69,130
71-14,57
97*86,8342
98/96,1.0208333333333333
94*21,1974
47+27,74
25-5,20
20/65,0.3076923076923077
43*66,2838
14+23,37
19+58,77
54-7,47
15/27,0.5555555555555556
29/10,2.9
63*12,756
43/12,3.5833333333333335
66*8,528
75*82,6150
10/46,0.21739130434782608
42-83,-41
66-21,45
68+99,167
64-15,49
31*69,2139
49*84,4116
84*93,7812
20/14,1.4285714285714286
30+82,112
44*43,1892
8*74,592
29/40,0.725
90/8,11.25
94-74,20
96/72,1.3333333333333333
65*43,2795
33*25,825
38*72,2736
65-26,39
80+54,134
50*58,2900
22-60,-38
67+58,125
35/45,0.7777777777777778
78/59,1.3220338983050848
74*75,5550
97+1,98
60+61,121
48/73,0.6575342465753424
4+15,19
32/57,0.5614035087719298
67-86,-19
45/20,2.25
30/89,0.33707865168539325
59-42,17
24*9,216
92+41,133
29/7,4.142857142857143
77/43,1.7906976744186047
88*93,8184
89*97,8633
71*38,2698
59/7,8.428571428571429
0+77,77
62+94,156
52+18,70
1+15,16
57+40,97
50*81,4050
79+1,80
3+67,70
84/17,4.9411764705882355
54*60,3240
73/64,1.140625
57+0,57
85/25,3.4
11-65,-54
49*32,1568
1-12,-11
77-21,56
45-27,18
43+59,102
31/34,0.9117647058823529
99+51,150
50/70,0.7142857142857143
74/54,1.3703703703703705
30-85,-55
78+15,93
42/7,6.0
30/65,0.46153846153846156
23+3,26
86-41,45
56*32,1792
17+14,31
32/32,1.0
27/89,0.30337078651685395
41*31,1271
53/77,0.6883116883116883
13*87,1131
64*93,5952
17-15,2
90*66,5940
47/73,0.6438356164383562
13+95,108
90/10,9.0
17+18,35
69/96,0.71875
98/40,2.45
7*16,112
96-30,66
81/75,1.08
58+50,108
94-78,16
75*49,3675
17/38,0.4473684210526316
77-53,24
24+69,93
3*65,195
42+4,46
96/1,96.0
47+99,146
90+84,174
55/90,0.6111111111111112
67/41,1.6341463414634145
79+38,117
20*75,1500
26*61,1586
37-88,-51
59/68,0.8676470588235294
49*81,3969
73-50,23
4/27,0.14814814814814814
0/54,0.0
85-83,2
23+74,97
70*94,6580
7*99,693
83/12,6.916666666666667
34+12,46
15/96,0.15625
92+37,129
34+62,96
68*93,6324
33*45,1485
60+63,123
22+98,120
26-86,-60
82-96,-14
28*57,1596
84/62,1.3548387096774193
70+31,101
50*67,3350
57+71,128
84/28,3.0
70+46,116
90*91,8190
95/58,1.6379310344827587
16-93,-77
77-19,58
66-87,-21
91/9,10.11111111111111
61/97,0.6288659793814433
6-94,-88
81-66,15
66*55,3630
49*69,3381
41-72,-31
3/96,0.03125
29-37,-8
72+45,117
16*22,352
96+20,116
82*16,1312
91+95,186
14-64,-50
31-10,21
74-63,11
11+40,51
96/78,1.2307692307692308
88-41,47
87*3,261
73-22,51
51/73,0.6986301369863014
51+20,71
58+99,157
47*27,1269
82*52,4264
88+39,127
14*78,1092
68+57,125
44*39,1716
79*19,1501
51-87,-36
50/61,0.819672131147541
96/81,1.1851851851851851
87*6,522
19+86,105
54+8,62
20+26,46
55+96,151
72/82,0.8780487804878049
74-51,23
2*39,78
53+74,127
54/62,0.8709677419354839
76/80,0.95
87*80,6960
57+85,142
2/76,0.02631578947368421
7-50,-43
20+11,31
39*7,273
34-24,10
73*50,3650
53*56,2968
40-17,23
46/39,1.1794871794871795
66/27,2.4444444444444446
69*34,2346
83/67,1.2388059701492538
46-43,3
72-15,57
45-4,41
79/50,1.58
2-11,-9
55-68,-13
87-22,65
24*67,1608
85-73,12
19+37,56
44*16,704
56+22,78
59/91,0.6483516483516484
78+99,177
35*41,1435
6/89,0.06741573033707865
59-97,-38
55/21,2.619047619047619
70/18,3.888888888888889
91+63,154
77/96,0.8020833333333334
75*63,4725
77-90,-13
92*37,3404
38/29,1.3103448275862069
33+89,122
27+94,121
66+80,146
37+80,117
33*71,2343
55/44,1.25
43-86,-43
27+51,78
53/50,1.06
25-40,-15
0*31,0
73*67,4891
13+57,70
40*29,1160
53+90,143
28/18,1.5555555555555556
17/76,0.2236842105263158
18+6,24
70*20,1400
8+43,51
69/28,2.4642857142857144
34-88,-54
39-33,6
51+25,76
89+25,114
12-97,-85
44*83,3652
7*65,455
54*70,3780
91+89,180
46*66,3036
38-18,20
42+72,114
33*14,462
67+37,104
27-82,-55
93+39,132
39+77,116
57-21,36
78/52,1.5
95*82,7790
70+62,132
78/2,39.0
71+76,147
32-82,-50
14/10,1.4
6-39,-33
43+45,88
33+4,37
63/42,1.5
43/46,0.9347826086956522
80*54,4320
20*78,1560
28/69,0.4057971014492754
57*74,4218
74/3,24.666666666666668
27+13,40
24-20,4
50+63,113
75-65,10
22*33,726
29*17,493
80*86,6880
33+35,68
9/30,0.3
82*82,6724
28+94,122
14/49,0.2857142857142857
77+75,152
0-92,-92
98/43,2.2790697674418605
3*65,195
20/17,1.1764705882352942
95+92,187
3/21,0.14285714285714285
77+17,94
50*30,1500
46/53,0.8679245283018868
37*30,1110
84/22,3.8181818181818183
5+28,33
46/33,1.393939393939394
73-21,52
14-17,-3
59-75,-16
80/11,7.2727272727272725
98+1,99
80*41,3280
41/36,1.1388888888888888
78/92,0.8478260869565217
78-75,3
97-58,39
36-23,13
21*45,945
20+13,33
36+34,70
70*95,6650
15*59,885
14*20,280
75*84,6300
17+11,28
59/30,1.9666666666666666
51/58,0.8793103448275862
0-27,-27
22+57,79
19/25,0.76
40*5,200
98-76,22
42-80,-38
24*31,744
48-90,-42
90+24,114
11*14,154
86/83,1.036144578313253
75-50,25
50+83,133
77*53,4081
52-54,-2
46-64,-18
37-99,-62
53-4,49
31+74,105
20/88,0.22727272727272727
50+36,86
17/25,0.68
54/76,0.7105263157894737
28+52,80
57-81,-24
24+95,119
82-40,42
9-78,-69
42/78,0.5384615384615384
33/17,1.9411764705882353
77+39,116
25/66,0.3787878787878788
76+97,173
63-25,38
45+24,69
79*79,6241
93/66,1.4090909090909092
95*98,9310
5+48,53
42+46,88
80-44,36
79+82,161
89-80,9
68*85,5780
28-55,-27
23/55,0.41818181818181815
92*17,1564
71+39,110
56/57,0.9824561403508771
45+65,110
79*46,3634
61*41,2501
38-54,-16
68/43,1.5813953488372092
34*22,748
43*74,3182
77/81,0.9506172839506173
9/23,0.391304347826087
30/17,1.7647058823529411
24*27,648
69-12,57
72-71,1
68*34,2312
68*26,1768
98*84,8232
11-21,-10
15-71,-56
40+18,58
3+57,60
91+33,124
15-63,-48
28*92,2576
51-72,-21
80+74,154
39/76,0.5131578947368421
15*77,1155
59+57,116
74+40,114
17/25,0.68
70/79,0.8860759493670886
0-58,-58
42-76,-34
26/53,0.49056603773584906
17/45,0.37777777777777777
67-16,51
95-47,48
92*44,4048
22/49,0.4489795918367347
23/83,0.27710843373493976
57*10,570
35+65,100
37+78,115
26-75,-49
77*12,924
30+48,78
91+61,152
22-6,16
88/63,1.3968253968253967
2+82,84
94/92,1.0217391304347827
1+33,34
64/70,0.9142857142857143
75+2,77
69+92,161
67-68,-1
32+88,120
50-68,-18
81-37,44
91-5,86
87*76,6612
29/38,0.7631578947368421
15+44,59
5/17,0.29411764705882354
47*68,3196
58-31,27
14+83,97
13*48,624
5*90,450
92+9,101
96*92,8832
31*3,93
15+79,94
86*72,6192
67/29,2.310344827586207
45-17,28
86/40,2.15
5+76,81
2/62,0.03225806451612903
97/7,13.857142857142858
41*87,3567
90/81,1.1111111111111112
25+97,122
21*60,1260
62+30,92
63+18,81
19/41,0.4634146341463415
62*82,5084
84/9,9.333333333333334
0-46,-46
5/94,0.05319148936170213
40/9,4.444444444444445
79*83,6557
65*27,1755
36*15,540
58*70,4060
21+48,69
76-21,55
91-97,-6
35+22,57
62*92,5704
28+79,107
94-0,94
92*50,4600
31*28,868
93/24,3.875
93-28,65
86*97,8342
1*88,88
13*65,845
2*39,78
35+75,110
38*49,1862
58/29,2.0
68+11,79
5/46,0.10869565217391304
34-8,26
48/55,0.8727272727272727
69+14,83
90/38,2.3684210526315788
7+83,90
5+36,41
2+91,93
83/39,2.128205128205128
29-65,-36
87-46,41
35+39,74
92/92,1.0
39+52,91
32*28,896
86/30,2.8666666666666667
15*78,1170
37-48,-11
16-32,-16
26-97,-71
78-9,69
86+43,129
87*77,6699
20/54,0.37037037037037035
73-50,23
51*18,918
53-77,-24
83/30,2.7666666666666666
57*68,3876
79*95,7505
66/22,3.0
11+57,68
70/83,0.8433734939759037
52*98,5096
31+48,79
44*35,1540
0*41,0
44/89,0.4943820224719101
6+34,40
68-7,61
76-44,32
21-92,-71
36-3,33
43/41,1.048780487804878
6-50,-44
96+31,127
35+43,78
66/75,0.88
17-53,-36
4*46,184
93+18,111
43/16,2.6875
35-69,-34
29*7,203
81*57,4617
28/70,0.4
68/32,2.125
55-68,-13
14*25,350
87+53,140
15+19,34
12*78,936
8/58,0.13793103448275862
64/99,0.6464646464646465
39+93,132
79/62,1.2741935483870968
81-91,-10
54+15,69
87*16,1392
84/73,1.1506849315068493
36/97,0.3711340206185567
75-52,23
50*20,1000
50-87,-37
89-81,8
23*82,1886
98/83,1.180722891566265
88-23,65
0-5,-5
66-43,23
60/1,60.0
22*59,1298
92/12,7.666666666666667
91+53,144
73/31,2.3548387096774195
1+25,26
4/33,0.12121212121212122
56+44,100
0*46,0
7*81,567
77*98,7546
94*14,1316
64-96,-32
77-29,48
45+50,95
21*41,861
62+54,116
60/86,0.6976744186046512
14-13,1
80-23,57
93+12,105
54+24,78
51*25,1275
12+70,82
29+7,36
92/48,1.9166666666666667
83-45,38
60-44,16
77+46,123
72/57,1.263157894736842
46/25,1.84
33+27,60
62*28,1736
28*41,1148
38+64,102
13*69,897
83/92,0.9021739130434783
22-27,-5
47+13,60
50-46,4
72*66,4752
16/74,0.21621621621621623
54/66,0.8181818181818182
40+66,106
75*30,2250
22/41,0.5365853658536586
91-16,75
65/93,0.6989247311827957
36-83,-47
5+33,38
56*51,2856
43+82,125
96*5,480
14/49,0.2857142857142857
67-4,63
53/38,1.394736842105263
60-74,-14
39+34,73
29/22,1.3181818181818181
40/41,0.975609756097561
98+93,191
52+52,104
99-52,47
86-93,-7
35/29,1.206896551724138
7+7,14
24+29,53
69*74,5106
8+5,13
46+46,92
56-32,24
15+53,68
10/85,0.11764705882352941
14+93,107
0-95,-95
91+42,133
94*60,5640
55*70,3850
15*80,1200
36-53,-17
75*51,3825
73+98,171
88-18,70
56/61,0.9180327868852459
39+1,40
27/69,0.391304347826087
44-70,-26
92+36,128
38*2,76
83*52,4316
74/53,1.3962264150943395
63*99,6237
66+90,156
55+5,60
58-70,-12
83/21,3.9523809523809526
60+2,62
15-9,6
61-53,8
5-34,-29
90*40,3600
22+76,98
31-0,31
40-72,-32
55/24,2.2916666666666665
60/80,0.75
92+87,179
59*90,5310
26/35,0.7428571428571429
59-46,13
3+20,23
30/8,3.75
46*22,1012
7*76,532
67*5,335
66+69,135
16-90,-74
1+79,80
39+78,117
5/12,0.4166666666666667
65-97,-32
18+97,115
83+46,129
14*75,1050
41*94,3854
55-28,27
82-86,-4
21+93,114
53*28,1484
18*34,612
94-37,57
44/94,0.46808510638297873
99/62,1.596774193548387
53/35,1.5142857142857142
23+64,87
97*57,5529
64*95,6080
44+91,135
8*31,248
48+9,57
10/13,0.7692307692307693
87/64,1.359375
4/56,0.07142857142857142
87+19,106
95*77,7315
53/32,1.65625
66-35,31
14-51,-37
27-87,-60
1+75,76
31-61,-30
42+8,50
84/40,2.1
17*70,1190
63/24,2.625
47+22,69
47+89,136
78*48,3744
55/82,0.6707317073170732
61*31,1891
88+43,131
36+19,55
20+19,39
38+57,95
39*68,2652
41/66,0.6212121212121212
88/8,11.0
79/27,2.925925925925926
35*31,1085
42-84,-42
14+10,24
20*61,1220
62/11,5.636363636363637
34/12,2.8333333333333335
77+47,124
18-40,-22
77/94,0.8191489361702128
55+53,108
83*46,3818
5/7,0.7142857142857143
21/30,0.7
3+58,61
20/78,0.2564102564102564
14/69,0.2028985507246377
2/84,0.023809523809523808
3/4,0.75
29/75,0.38666666666666666
23+85,108
43-49,-6
14+63,77
77-5,72
27+37,64
57+15,72
92+74,166
24*29,696
7/90,0.07777777777777778
4-39,-35
66/38,1.736842105263158
69+47,116
83*89,7387
71*24,1704
20-57,-37
51/81,0.6296296296296297
59/70,0.8428571428571429
36*5,180
67-10,57
47-17,30
19*94,1786
50/68,0.7352941176470589
97*75,7275
11+66,77
8*6,48
9-11,-2
42+90,132
71/45,1.5777777777777777
43+81,124
27-44,-17
75/32,2.34375
21*45,945
42*57,2394
93*80,7440
56/23,2.4347826086956523
6*70,420
3*0,0
48*33,1584
69-33,36
30-93,-63
15+31,46
48+65,113
49+43,92
25+70,95
83+10,93
64-14,50
38-75,-37
60-63,-3
86+47,133
81*56,4536
85+36,121
28*65,1820
13-62,-49
54+78,132
98-36,62
87/56,1.5535714285714286
81/20,4.05
34-46,-12
15*60,900
88/14,6.285714285714286
42+73,115
29*9,261
85/98,0.8673469387755102
36+61,97
59*25,1475
29-6,23
20/23,0.8695652173913043
1+17,18
4/98,0.04081632653061224
63/20,3.15
97/47,2.0638297872340425
30*5,150
58*17,986
74+20,94
96/54,1.7777777777777777
26*73,1898
77/83,0.927710843373494
13-65,-52
43-95,-52
84/31,2.7096774193548385
22/13,1.6923076923076923
7+92,99
48/77,0.6233766233766234
81*98,7938
81+65,146
40+64,104
85-30,55
82/1,82.0
77*56,4312
3+94,97
99/15,6.6
48-29,19
59*30,1770
41+99,140
97-31,66
19-73,-54
78/6,13.0
51+52,103
75+17,92
71*26,1846
63-65,-2
70+25,95
30*68,2040
37+96,133
64-94,-30
33+7,40
80+57,137
0/14,0.0
24/81,0.2962962962962963
58*84,4872
57*51,2907
19-33,-14
44/15,2.933333333333333
86+6,92
68*29,1972
70/29,2.413793103448276
19-91,-72
58-85,-27
71/11,6.454545454545454
6/4,1.5
21*65,1365
26*48,1248
62-33,29
65-88,-23
73/86,0.8488372093023255
69+37,106
32*96,3072
82-66,16
18-73,-55
55+99,154
40/18,2.2222222222222223
14-90,-76
38+74,112
8-35,-27
30/34,0.8823529411764706
31+85,116
98+98,196
50+37,87
77+64,141
57-20,37
42/59,0.711864406779661
58-14,44
33-98,-65
35-17,18
80+28,108
29*18,522
14/67,0.208955223880597
87-24,63
58-66,-8
7/5,1.4
0+46,46
44/29,1.5172413793103448
3-48,-45
74*39,2886
82*28,2296
55-49,6
57*71,4047
33+76,109
69+2,71
9-45,-36
13/88,0.14772727272727273
45-14,31
30+20,50
51*3,153
33-95,-62
84+35,119
89*59,5251
40/87,0.45977011494252873
10-33,-23
7*33,231
25-91,-66
75/72,1.0416666666666667
6+20,26
29*9,261
39/57,0.6842105263157895
53/90,0.5888888888888889
14*10,140
68/82,0.8292682926829268
15*1,15
56+89,145
84*59,4956
55-70,-15
94*59,5546
39-24,15
68*71,4828
27-97,-70
47+5,52
6-56,-50
41+26,67
10-15,-5
60+55,115
85-88,-3
59/60,0.9833333333333333
44+30,74
14/80,0.175
22*50,1100
14/15,0.9333333333333333
82*40,3280
99/99,1.0
14+21,35
13/54,0.24074074074074073
77*85,6545
23-55,-32
92-46,46
98/93,1.053763440860215
20+20,40
79+56,135
80/29,2.7586206896551726
4*21,84
19/23,0.8260869565217391
87+24,111
67+78,145
61*99,6039
47-65,-18
69-62,7
76-37,39
51*45,2295
55+26,81
42*32,1344
57+85,142
35/51,0.6862745098039216
46*20,920
46-41,5
67/64,1.046875
73+5,78
96+52,148
51-38,13
87-78,9
52*72,3744
6+62,68
14-40,-26
58-86,-28
69+86,155
42+26,68
30*1,30
73*49,3577
13/99,0.13131313131313133
49/75,0.6533333333333333
43+58,101
50+44,94
27+57,84
82-19,63
6-61,-55
22+77,99
28-39,-11
49*3,147
7/80,0.0875
53+73,126
43*13,559
18*39,702
89-1,88
84*80,6720
32+62,94
3*23,69
43+89,132
88-75,13
30*21,630
69-34,35
27/42,0.6428571428571429
47*54,2538
47*14,658
21+65,86
82*60,4920
55*89,4895
46-18,28
49/10,4.9
19-82,-63
88/73,1.2054794520547945
65*26,1690
98*68,6664
59/82,0.7195121951219512
56/23,2.4347826086956523
3-71,-68
59-5,54
47-7,40
94/65,1.4461538461538461
44*77,3388
53-30,23
42-26,16
33/29,1.1379310344827587
20-91,-71
67/85,0.788235294117647
52+94,146
49+48,97
46*37,1702
49*96,4704
48*1,48
4-87,-83
81*27,2187
14/34,0.4117647058823529
4*9,36
48*81,3888
24-56,-32
29/35,0.8285714285714286
0+97,97
23-12,11
45/18,2.5
54*12,648
70*21,1470
68/50,1.36
41+13,54
45-26,19
84+31,115
17+86,103
33-99,-66
99*98,9702
50-81,-31
76+54,130
13+71,84
60/4,15.0
74*28,2072
80/12,6.666666666666667
75+22,97
14-52,-38
89*69,6141
11+81,92
30*89,2670
80+78,158
8*73,584
3+25,28
72+16,88
74-53,21
67/19,3.526315789473684
10-13,-3
72-19,53
0/49,0.0
81/77,1.051948051948052
47*49,2303
28*45,1260
67+23,90
57+34,91
26*50,1300
82*40,3280
32/76,0.42105263157894735
53+58,111
71/88,0.8068181818181818
16*77,1232
91*34,3094
95/41,2.317073170731707
89/65,1.3692307692307693
75*6,450
0-3,-3
31/94,0.32978723404255317
88*51,4488
11-66,-55
70+66,136
81*53,4293
49*88,4312
42*41,1722
19+19,38
76/33,2.303030303030303
21*65,1365
36-42,-6
48/41,1.170731707317073
87-49,38
64*6,384
74/71,1.0422535211267605
16+68,84
56/84,0.6666666666666666
74-30,44
47/67,0.7014925373134329
98-85,13
4-85,-81
23/53,0.4339622641509434
65/44,1.4772727272727273
60-78,-18
35*91,3185
22-59,-37
28-38,-10
21/62,0.3387096774193548
0*97,0
2/56,0.03571428571428571
19+24,43
22-65,-43
97*60,5820
16+6,22
49-45,4
38*7,266
3/62,0.04838709677419355
90-41,49
17+95,112
33-30,3
71+62,133
40*86,3440
27*46,1242
55+98,153
97*69,6693
37+11,48
26-77,-51
6*23,138
30-84,-54
36+71,107
48/64,0.75
79+12,91
66+17,83
78/3,26.0
70*39,2730
14*34,476
87+40,127
28/27,1.037037037037037
25-76,-51
71-79,-8
35*59,2065
76/50,1.52
13/73,0.1780821917808219
43*78,3354
83+33,116
12/47,0.2553191489361702
79-55,24
43/40,1.075
68*42,2856
47-16,31
14+16,30
85-43,42
39+60,99
57*78,4446
37*34,1258
36/93,0.3870967741935484
25/9,2.7777777777777777
6/61,0.09836065573770492
45+21,66
94*66,6204
27+46,73
27/57,0.47368421052631576
57*36,2052
28*41,1148
29*5,145
74+47,121
2/77,0.025974025974025976
71+74,145
